seq_id,salt
idr_0038,0.3
idr_0038,0.5
idr_0039,0.05
idr_0039,0.1
idr_0039,0.15
idr_0039,0.3
idr_0039,0.5
idr_0040,0.05
idr_0040,0.1
idr_0040,0.15
idr_0040,0.3
idr_0040,0.5
idr_0041,0.05
idr_0041,0.1
idr_0041,0.15
idr_0041,0.3
idr_0041,0.5
idr_0042,0.05
idr_0042,0.1
idr_0042,0.15
idr_0042,0.3
idr_0042,0.5
idr_0043,0.05
idr_0043,0.1
idr_0043,0.15
idr_0043,0.3
idr_0043,0.5
idr_0044,0.05
idr_0044,0.1
idr_0044,0.15
idr_0044,0.3
idr_0044,0.5
idr_0045,0.05
idr_0045,0.1
idr_0045,0.15
idr_0045,0.3
idr_0045,0.5
idr_0046,0.05
idr_0046,0.1
idr_0046,0.15
idr_0046,0.3
idr_0046,0.5
idr_0047,0.05
idr_0047,0.1
idr_0047,0.15
idr_0047,0.3
idr_0047,0.5
idr_0048,0.05
idr_0048,0.1
idr_0048,0.15
idr_0048,0.3
idr_0048,0.5
idr_0049,0.05
idr_0049,0.1
idr_0049,0.15
idr_0049,0.3
idr_0049,0.5
idr_0050,0.05
idr_0050,0.1
idr_0050,0.15
idr_0050,0.3
idr_0050,0.5
idr_0051,0.05
idr_0051,0.1
idr_0051,0.15
idr_0051,0.3
idr_0051,0.5
idr_0052,0.05
idr_0052,0.1
idr_0052,0.15
idr_0052,0.3
idr_0052,0.5
idr_0053,0.05
idr_0053,0.1
idr_0053,0.15
idr_0053,0.3
idr_0053,0.5
idr_0054,0.05
idr_0054,0.1
idr_0054,0.15
idr_0054,0.3
idr_0054,0.5
idr_0055,0.05
idr_0055,0.1
idr_0055,0.15
idr_0055,0.3
idr_0055,0.5
idr_0056,0.05
idr_0056,0.1
idr_0056,0.15
idr_0056,0.3
idr_0056,0.5
idr_0057,0.05
idr_0057,0.1
idr_0057,0.15
idr_0057,0.3
idr_0057,0.5
idr_0058,0.05
idr_0058,0.1
idr_0058,0.15
idr_0058,0.3
idr_0058,0.5
idr_0059,0.05
idr_0059,0.1
idr_0059,0.15
idr_0059,0.3
idr_0059,0.5
idr_0060,0.05
idr_0060,0.1
idr_0060,0.15
idr_0060,0.3
idr_0060,0.5
idr_0061,0.05
idr_0061,0.1
idr_0061,0.15
idr_0061,0.3
idr_0061,0.5
idr_0062,0.05
idr_0062,0.1
idr_0062,0.15
idr_0062,0.3
idr_0062,0.5
idr_0063,0.05
idr_0063,0.1
idr_0063,0.15
idr_0063,0.3
idr_0063,0.5
idr_0064,0.05
idr_0064,0.1
idr_0064,0.15
idr_0064,0.3
idr_0064,0.5
idr_0065,0.05
idr_0065,0.1
idr_0065,0.15
idr_0065,0.3
idr_0065,0.5
idr_0066,0.05
idr_0066,0.1
idr_0066,0.15
idr_0066,0.3
idr_0066,0.5
idr_0067,0.05
idr_0067,0.1
idr_0067,0.15
idr_0067,0.3
idr_0067,0.5
idr_0068,0.05
idr_0068,0.1
idr_0068,0.15
idr_0068,0.3
idr_0068,0.5
idr_0069,0.05
idr_0069,0.1
idr_0069,0.15
idr_0069,0.3
idr_0069,0.5
idr_0070,0.05
idr_0070,0.1
idr_0070,0.15
idr_0070,0.3
idr_0070,0.5
idr_0071,0.05
idr_0071,0.1
idr_0071,0.15
idr_0071,0.3
idr_0071,0.5
idr_0072,0.05
idr_0072,0.1
idr_0072,0.15
idr_0072,0.3
idr_0072,0.5
idr_0073,0.05
idr_0073,0.1
idr_0073,0.15
idr_0073,0.3
idr_0073,0.5
idr_0074,0.05
idr_0074,0.1
idr_0074,0.15
idr_0074,0.3
idr_0074,0.5
idr_0075,0.05
idr_0075,0.1
idr_0075,0.15
idr_0075,0.3
idr_0075,0.5
idr_0076,0.05
idr_0076,0.1
idr_0076,0.15
idr_0076,0.3
idr_0076,0.5
idr_0077,0.05
idr_0077,0.1
idr_0077,0.15
idr_0077,0.3
idr_0077,0.5
idr_0078,0.05
idr_0078,0.1
idr_0078,0.15
idr_0078,0.3
idr_0078,0.5
idr_0079,0.05
idr_0079,0.1
idr_0079,0.15
idr_0079,0.3
idr_0079,0.5
idr_0080,0.05
idr_0080,0.1
idr_0080,0.15
idr_0080,0.3
idr_0080,0.5
idr_0081,0.05
idr_0081,0.1
idr_0081,0.15
idr_0081,0.3
idr_0081,0.5
idr_0082,0.05
idr_0082,0.1
idr_0082,0.15
idr_0082,0.3
idr_0082,0.5
idr_0083,0.05
idr_0083,0.1
idr_0083,0.15
idr_0083,0.3
idr_0083,0.5
idr_0084,0.05
idr_0084,0.1
idr_0084,0.15
idr_0084,0.3
idr_0084,0.5
idr_0085,0.05
idr_0085,0.1
idr_0085,0.15
idr_0085,0.3
idr_0085,0.5
idr_0086,0.05
idr_0086,0.1
idr_0086,0.15
idr_0086,0.3
idr_0086,0.5
idr_0087,0.05
idr_0087,0.1
idr_0087,0.15
idr_0087,0.3
idr_0087,0.5
idr_0088,0.05
idr_0088,0.1
idr_0088,0.15
idr_0088,0.3
idr_0088,0.5
idr_0089,0.05
idr_0089,0.1
idr_0089,0.15
idr_0089,0.3
idr_0089,0.5
idr_0090,0.05
idr_0090,0.1
idr_0090,0.15
idr_0090,0.3
idr_0090,0.5
idr_0091,0.05
idr_0091,0.1
idr_0091,0.15
idr_0091,0.3
idr_0091,0.5
idr_0092,0.05
idr_0092,0.1
idr_0092,0.15
idr_0092,0.3
idr_0092,0.5
idr_0093,0.05
idr_0093,0.1
idr_0093,0.15
idr_0093,0.3
idr_0093,0.5
idr_0094,0.05
idr_0094,0.1
idr_0094,0.15
idr_0094,0.3
idr_0094,0.5
idr_0095,0.05
idr_0095,0.1
idr_0095,0.15
idr_0095,0.3
idr_0095,0.5
idr_0096,0.05
idr_0096,0.1
idr_0096,0.15
idr_0096,0.3
idr_0096,0.5
idr_0097,0.05
idr_0097,0.1
idr_0097,0.15
idr_0097,0.3
idr_0097,0.5
idr_0098,0.05
idr_0098,0.1
idr_0098,0.15
idr_0098,0.3
idr_0098,0.5
idr_0099,0.05
idr_0099,0.1
idr_0099,0.15
idr_0099,0.3
idr_0099,0.5
idr_0100,0.05
idr_0100,0.1
idr_0100,0.15
idr_0100,0.3
idr_0100,0.5
idr_0101,0.05
idr_0101,0.1
idr_0101,0.15
idr_0101,0.3
idr_0101,0.5
idr_0102,0.05
idr_0102,0.1
idr_0102,0.15
idr_0102,0.3
idr_0102,0.5
idr_0103,0.05
idr_0103,0.1
idr_0103,0.15
idr_0103,0.3
idr_0103,0.5
idr_0104,0.05
idr_0104,0.1
idr_0104,0.15
idr_0104,0.3
idr_0104,0.5
idr_0105,0.05
idr_0105,0.1
idr_0105,0.15
idr_0105,0.3
idr_0105,0.5
idr_0106,0.05
idr_0106,0.1
idr_0106,0.15
idr_0106,0.3
idr_0106,0.5
idr_0107,0.05
idr_0107,0.1
idr_0107,0.15
idr_0107,0.3
idr_0107,0.5
idr_0108,0.05
idr_0108,0.1
idr_0108,0.15
idr_0108,0.3
idr_0108,0.5
idr_0109,0.05
idr_0109,0.1
idr_0109,0.15
idr_0109,0.3
idr_0109,0.5
idr_0110,0.05
idr_0110,0.1
idr_0110,0.15
idr_0110,0.3
idr_0110,0.5
idr_0111,0.05
idr_0111,0.1
idr_0111,0.15
idr_0111,0.3
idr_0111,0.5
idr_0112,0.05
idr_0112,0.1
idr_0112,0.15
idr_0112,0.3
idr_0112,0.5
idr_0113,0.05
idr_0113,0.1
idr_0113,0.15
idr_0113,0.3
idr_0113,0.5
idr_0114,0.05
idr_0114,0.1
idr_0114,0.15
idr_0114,0.3
idr_0114,0.5
idr_0115,0.05
idr_0115,0.1
idr_0115,0.15
idr_0115,0.3
idr_0115,0.5
idr_0116,0.05
idr_0116,0.1
idr_0116,0.15
idr_0116,0.3
idr_0116,0.5
idr_0117,0.05
idr_0117,0.1
idr_0117,0.15
idr_0117,0.3
idr_0117,0.5
idr_0118,0.05
idr_0118,0.1
idr_0118,0.15
idr_0118,0.3
idr_0118,0.5
idr_0119,0.05
idr_0119,0.1
idr_0119,0.15
idr_0119,0.3
idr_0119,0.5
idr_0120,0.05
idr_0120,0.1
idr_0120,0.15
idr_0120,0.3
idr_0120,0.5
idr_0121,0.05
idr_0121,0.1
idr_0121,0.15
idr_0121,0.3
idr_0121,0.5
idr_0122,0.05
idr_0122,0.1
idr_0122,0.15
idr_0122,0.3
idr_0122,0.5
idr_0123,0.05
idr_0123,0.1
idr_0123,0.15
idr_0123,0.3
idr_0123,0.5
idr_0124,0.05
idr_0124,0.1
idr_0124,0.15
idr_0124,0.3
idr_0124,0.5
idr_0125,0.05
idr_0125,0.1
idr_0125,0.15
idr_0125,0.3
idr_0125,0.5
idr_0126,0.05
idr_0126,0.1
idr_0126,0.15
idr_0126,0.3
idr_0126,0.5
idr_0127,0.05
idr_0127,0.1
idr_0127,0.15
idr_0127,0.3
idr_0127,0.5
idr_0128,0.05
idr_0128,0.1
idr_0128,0.15
idr_0128,0.3
idr_0128,0.5
idr_0129,0.05
idr_0129,0.1
idr_0129,0.15
idr_0129,0.3
idr_0129,0.5
idr_0130,0.05
idr_0130,0.1
idr_0130,0.15
idr_0130,0.3
idr_0130,0.5
idr_0131,0.05
idr_0131,0.1
idr_0131,0.15
idr_0131,0.3
idr_0131,0.5
idr_0132,0.05
idr_0132,0.1
idr_0132,0.15
idr_0132,0.3
idr_0132,0.5
idr_0133,0.05
idr_0133,0.1
idr_0133,0.15
idr_0133,0.3
idr_0133,0.5
idr_0134,0.05
idr_0134,0.1
idr_0134,0.15
idr_0134,0.3
idr_0134,0.5
idr_0135,0.05
idr_0135,0.1
idr_0135,0.15
idr_0135,0.3
idr_0135,0.5
idr_0136,0.05
idr_0136,0.1
idr_0136,0.15
idr_0136,0.3
idr_0136,0.5
idr_0137,0.05
idr_0137,0.1
idr_0137,0.15
idr_0137,0.3
idr_0137,0.5
idr_0138,0.05
idr_0138,0.1
idr_0138,0.15
idr_0138,0.3
idr_0138,0.5
idr_0139,0.05
idr_0139,0.1
idr_0139,0.15
idr_0139,0.3
idr_0139,0.5
idr_0140,0.05
idr_0140,0.1
idr_0140,0.15
idr_0140,0.3
idr_0140,0.5
idr_0141,0.05
idr_0141,0.1
idr_0141,0.15
idr_0141,0.3
idr_0141,0.5
idr_0142,0.05
idr_0142,0.1
idr_0142,0.15
idr_0142,0.3
idr_0142,0.5
idr_0143,0.05
idr_0143,0.1
idr_0143,0.15
idr_0143,0.3
idr_0143,0.5
idr_0144,0.05
idr_0144,0.1
idr_0144,0.15
idr_0144,0.3
idr_0144,0.5
idr_0145,0.05
idr_0145,0.1
idr_0145,0.15
idr_0145,0.3
idr_0145,0.5
idr_0146,0.05
idr_0146,0.1
idr_0146,0.15
idr_0146,0.3
idr_0146,0.5
idr_0147,0.05
idr_0147,0.1
idr_0147,0.15
idr_0147,0.3
idr_0147,0.5
idr_0148,0.05
idr_0148,0.1
idr_0148,0.15
idr_0148,0.3
idr_0148,0.5
idr_0149,0.05
idr_0149,0.1
idr_0149,0.15
idr_0149,0.3
idr_0149,0.5
lowfcr_0000,0.05
lowfcr_0000,0.1
lowfcr_0000,0.15
lowfcr_0000,0.3
lowfcr_0000,0.5
lowfcr_0001,0.05
lowfcr_0001,0.1
lowfcr_0001,0.15
lowfcr_0001,0.3
lowfcr_0001,0.5
lowfcr_0002,0.05
lowfcr_0002,0.1
lowfcr_0002,0.15
lowfcr_0002,0.3
lowfcr_0002,0.5
lowfcr_0003,0.05
lowfcr_0003,0.1
lowfcr_0003,0.15
lowfcr_0003,0.3
lowfcr_0003,0.5
lowfcr_0004,0.05
lowfcr_0004,0.1
lowfcr_0004,0.15
lowfcr_0004,0.3
lowfcr_0004,0.5
lowfcr_0005,0.05
lowfcr_0005,0.1
lowfcr_0005,0.15
lowfcr_0005,0.3
lowfcr_0005,0.5
lowfcr_0006,0.05
lowfcr_0006,0.1
lowfcr_0006,0.15
lowfcr_0006,0.3
lowfcr_0006,0.5
lowfcr_0007,0.05
lowfcr_0007,0.1
lowfcr_0007,0.15
lowfcr_0007,0.3
lowfcr_0007,0.5
lowfcr_0008,0.05
lowfcr_0008,0.1
lowfcr_0008,0.15
lowfcr_0008,0.3
lowfcr_0008,0.5
lowfcr_0009,0.05
lowfcr_0009,0.1
lowfcr_0009,0.15
lowfcr_0009,0.3
lowfcr_0009,0.5
lowfcr_0010,0.05
lowfcr_0010,0.1
lowfcr_0010,0.15
lowfcr_0010,0.3
lowfcr_0010,0.5
lowfcr_0011,0.05
lowfcr_0011,0.1
lowfcr_0011,0.15
lowfcr_0011,0.3
lowfcr_0011,0.5
lowfcr_0012,0.05
lowfcr_0012,0.1
lowfcr_0012,0.15
lowfcr_0012,0.3
lowfcr_0012,0.5
lowfcr_0013,0.05
lowfcr_0013,0.1
lowfcr_0013,0.15
lowfcr_0013,0.3
lowfcr_0013,0.5
lowfcr_0014,0.05
lowfcr_0014,0.1
lowfcr_0014,0.15
lowfcr_0014,0.3
lowfcr_0014,0.5
lowfcr_0015,0.05
lowfcr_0015,0.1
lowfcr_0015,0.15
lowfcr_0015,0.3
lowfcr_0015,0.5
lowfcr_0016,0.05
lowfcr_0016,0.1
lowfcr_0016,0.15
lowfcr_0016,0.3
lowfcr_0016,0.5
lowfcr_0017,0.05
lowfcr_0017,0.1
lowfcr_0017,0.15
lowfcr_0017,0.3
lowfcr_0017,0.5
lowfcr_0018,0.05
lowfcr_0018,0.1
lowfcr_0018,0.15
lowfcr_0018,0.3
lowfcr_0018,0.5
lowfcr_0019,0.05
lowfcr_0019,0.1
lowfcr_0019,0.15
lowfcr_0019,0.3
lowfcr_0019,0.5
lowfcr_0020,0.05
lowfcr_0020,0.1
lowfcr_0020,0.15
lowfcr_0020,0.3
lowfcr_0020,0.5
lowfcr_0021,0.05
lowfcr_0021,0.1
lowfcr_0021,0.15
lowfcr_0021,0.3
lowfcr_0021,0.5
lowfcr_0022,0.05
lowfcr_0022,0.1
lowfcr_0022,0.15
lowfcr_0022,0.3
lowfcr_0022,0.5
lowfcr_0023,0.05
lowfcr_0023,0.1
lowfcr_0023,0.15
lowfcr_0023,0.3
lowfcr_0023,0.5
lowfcr_0024,0.05
lowfcr_0024,0.1
lowfcr_0024,0.15
lowfcr_0024,0.3
lowfcr_0024,0.5
lowfcr_0025,0.05
lowfcr_0025,0.1
lowfcr_0025,0.15
lowfcr_0025,0.3
lowfcr_0025,0.5
lowfcr_0026,0.05
lowfcr_0026,0.1
lowfcr_0026,0.15
lowfcr_0026,0.3
lowfcr_0026,0.5
lowfcr_0027,0.05
lowfcr_0027,0.1
lowfcr_0027,0.15
lowfcr_0027,0.3
lowfcr_0027,0.5
lowfcr_0028,0.05
lowfcr_0028,0.1
lowfcr_0028,0.15
lowfcr_0028,0.3
lowfcr_0028,0.5
lowfcr_0029,0.05
lowfcr_0029,0.1
lowfcr_0029,0.15
lowfcr_0029,0.3
lowfcr_0029,0.5
lowfcr_0030,0.05
lowfcr_0030,0.1
lowfcr_0030,0.15
lowfcr_0030,0.3
lowfcr_0030,0.5
lowfcr_0031,0.05
lowfcr_0031,0.1
lowfcr_0031,0.15
lowfcr_0031,0.3
lowfcr_0031,0.5
lowfcr_0032,0.05
lowfcr_0032,0.1
lowfcr_0032,0.15
lowfcr_0032,0.3
lowfcr_0032,0.5
lowfcr_0033,0.05
lowfcr_0033,0.1
lowfcr_0033,0.15
lowfcr_0033,0.3
lowfcr_0033,0.5
lowfcr_0034,0.05
lowfcr_0034,0.1
lowfcr_0034,0.15
lowfcr_0034,0.3
lowfcr_0034,0.5
lowfcr_0035,0.05
lowfcr_0035,0.1
lowfcr_0035,0.15
lowfcr_0035,0.3
lowfcr_0035,0.5
lowfcr_0036,0.05
lowfcr_0036,0.1
lowfcr_0036,0.15
lowfcr_0036,0.3
lowfcr_0036,0.5
lowfcr_0037,0.05
lowfcr_0037,0.1
lowfcr_0037,0.15
lowfcr_0037,0.3
lowfcr_0037,0.5
lowfcr_0038,0.05
lowfcr_0038,0.1
lowfcr_0038,0.15
lowfcr_0038,0.3
lowfcr_0038,0.5
lowfcr_0039,0.05
lowfcr_0039,0.1
lowfcr_0039,0.15
lowfcr_0039,0.3
lowfcr_0039,0.5
lowfcr_0040,0.05
lowfcr_0040,0.1
lowfcr_0040,0.15
lowfcr_0040,0.3
lowfcr_0040,0.5
lowfcr_0041,0.05
lowfcr_0041,0.1
lowfcr_0041,0.15
lowfcr_0041,0.3
lowfcr_0041,0.5
lowfcr_0042,0.05
lowfcr_0042,0.1
lowfcr_0042,0.15
lowfcr_0042,0.3
lowfcr_0042,0.5
lowfcr_0043,0.05
lowfcr_0043,0.1
lowfcr_0043,0.15
lowfcr_0043,0.3
lowfcr_0043,0.5
lowfcr_0044,0.05
lowfcr_0044,0.1
lowfcr_0044,0.15
lowfcr_0044,0.3
lowfcr_0044,0.5
lowfcr_0045,0.05
lowfcr_0045,0.1
lowfcr_0045,0.15
lowfcr_0045,0.3
lowfcr_0045,0.5
lowfcr_0046,0.05
lowfcr_0046,0.1
lowfcr_0046,0.15
lowfcr_0046,0.3
lowfcr_0046,0.5
lowfcr_0047,0.05
lowfcr_0047,0.1
lowfcr_0047,0.15
lowfcr_0047,0.3
lowfcr_0047,0.5
lowfcr_0048,0.05
lowfcr_0048,0.1
lowfcr_0048,0.15
lowfcr_0048,0.3
lowfcr_0048,0.5
lowfcr_0049,0.05
lowfcr_0049,0.1
lowfcr_0049,0.15
lowfcr_0049,0.3
lowfcr_0049,0.5
lowfcr_0050,0.05
lowfcr_0050,0.1
lowfcr_0050,0.15
lowfcr_0050,0.3
lowfcr_0050,0.5
lowfcr_0051,0.05
lowfcr_0051,0.1
lowfcr_0051,0.15
lowfcr_0051,0.3
lowfcr_0051,0.5
lowfcr_0052,0.05
lowfcr_0052,0.1
lowfcr_0052,0.15
lowfcr_0052,0.3
lowfcr_0052,0.5
lowfcr_0053,0.05
lowfcr_0053,0.1
lowfcr_0053,0.15
lowfcr_0053,0.3
lowfcr_0053,0.5
lowfcr_0054,0.05
lowfcr_0054,0.1
lowfcr_0054,0.15
lowfcr_0054,0.3
lowfcr_0054,0.5
lowfcr_0055,0.05
lowfcr_0055,0.1
lowfcr_0055,0.15
lowfcr_0055,0.3
lowfcr_0055,0.5
lowfcr_0056,0.05
lowfcr_0056,0.1
lowfcr_0056,0.15
lowfcr_0056,0.3
lowfcr_0056,0.5
lowfcr_0057,0.05
lowfcr_0057,0.1
lowfcr_0057,0.15
lowfcr_0057,0.3
lowfcr_0057,0.5
